asset,willr_length,total_return,sharpe_ratio,sortino_ratio,omega_ratio,calmar_ratio,max_drawdown,win_rate,profit_factor,volatility,num_trades
xmr,26,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,26,-0.17713492458312452,-4.202989041160221,-5.0,0.4818445686714818,-17.050577628690863,0.21664294285795446,0.2727272727272727,0.4818445686714818,0.8788715075706945,11
uni,27,-0.1677079393554639,-5.027941234540767,-5.0,0.34297718061723914,-16.283657374865832,0.22009981602441245,0.4,0.34297718061723914,0.7128225699598673,10
xmr,27,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,27,-0.17713492458312452,-4.202989041160221,-5.0,0.4818445686714818,-17.050577628690863,0.21664294285795446,0.2727272727272727,0.4818445686714818,0.8788715075706945,11
uni,28,-0.1677079393554639,-5.027941234540767,-5.0,0.34297718061723914,-16.283657374865832,0.22009981602441245,0.4,0.34297718061723914,0.7128225699598673,10
xmr,28,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,28,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,29,-0.1677079393554639,-5.027941234540767,-5.0,0.34297718061723914,-16.283657374865832,0.22009981602441245,0.4,0.34297718061723914,0.7128225699598673,10
xmr,29,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,29,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,30,-0.1677079393554639,-5.027941234540767,-5.0,0.34297718061723914,-16.283657374865832,0.22009981602441245,0.4,0.34297718061723914,0.7128225699598673,10
xmr,30,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,30,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,31,-0.1677079393554639,-5.027941234540767,-5.0,0.34297718061723914,-16.283657374865832,0.22009981602441245,0.4,0.34297718061723914,0.7128225699598673,10
xmr,31,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,31,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,32,-0.1677079393554639,-5.027941234540767,-5.0,0.34297718061723914,-16.283657374865832,0.22009981602441245,0.4,0.34297718061723914,0.7128225699598673,10
xmr,32,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,32,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,33,-0.1677079393554639,-5.027941234540767,-5.0,0.34297718061723914,-16.283657374865832,0.22009981602441245,0.4,0.34297718061723914,0.7128225699598673,10
xmr,33,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,33,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,34,-0.1677079393554639,-5.027941234540767,-5.0,0.34297718061723914,-16.283657374865832,0.22009981602441245,0.4,0.34297718061723914,0.7128225699598673,10
xmr,34,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,34,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,35,-0.1677079393554639,-5.027941234540767,-5.0,0.34297718061723914,-16.283657374865832,0.22009981602441245,0.4,0.34297718061723914,0.7128225699598673,10
xmr,35,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,35,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,36,-0.1686988630863241,-5.067108967841343,-5.0,0.33838826610118605,-16.39738905890711,0.22009981602441264,0.3333333333333333,0.33838826610118605,0.7122527536019578,9
xmr,36,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,36,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,37,-0.22009981602441253,-8.365508964231365,-5.0,0.08466501903551286,-22.685667489079794,0.22009981602441253,0.25,0.08466501903551286,0.5968687932900008,8
xmr,37,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,37,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,38,-0.22009981602441253,-8.365508964231365,-5.0,0.08466501903551286,-22.685667489079794,0.22009981602441253,0.25,0.08466501903551286,0.5968687932900008,8
xmr,38,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,38,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,39,-0.2068060253593308,-7.687399986202639,-5.0,0.0905044061217672,-22.442068351105164,0.2068060253593308,0.2857142857142857,0.0905044061217672,0.6037353285720066,7
xmr,39,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,39,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,40,-0.2228297288988368,-8.746586145876892,-5.0,0.005656613652335637,-22.771347287380888,0.2228297288988368,0.16666666666666666,0.005656613652335637,0.5801272700092565,6
xmr,40,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,40,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,41,-0.16343211800229362,-6.866160274516559,-4.6610245630357054,0.0,-21.936857275944572,0.16343211800229362,0.0,0.0,0.5221531254124528,4
xmr,41,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,41,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,42,-0.05505698118862856,-8.1290387060641,-5.0,0.0,-21.372502130177537,0.05505698118862856,0.0,0.0,0.14475333311641264,3
xmr,42,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,42,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,43,-0.05505698118862856,-8.1290387060641,-5.0,0.0,-21.372502130177537,0.05505698118862856,0.0,0.0,0.14475333311641264,3
xmr,43,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,43,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,44,-0.05505698118862856,-8.1290387060641,-5.0,0.0,-21.372502130177537,0.05505698118862856,0.0,0.0,0.14475333311641264,3
xmr,44,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,44,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,45,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,45,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,45,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,46,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,46,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,46,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,47,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,47,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,47,-0.12875511042650223,-2.952100733721594,-3.506320798327618,0.5760769477073091,-14.818142467363808,0.17058597680721924,0.3,0.5760769477073091,0.8562605192937096,10
uni,48,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,48,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,48,-0.17981528000481817,-4.916872165185258,-5.0,0.35682684055749925,-17.496376143586012,0.21919460703469562,0.2222222222222222,0.35682684055749925,0.7799900352259941,9
uni,49,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,49,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,49,-0.17981528000481817,-4.916872165185258,-5.0,0.35682684055749925,-17.496376143586012,0.21919460703469562,0.2222222222222222,0.35682684055749925,0.7799900352259941,9
uni,50,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,50,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,50,-0.17981528000481817,-4.916872165185258,-5.0,0.35682684055749925,-17.496376143586012,0.21919460703469562,0.2222222222222222,0.35682684055749925,0.7799900352259941,9
uni,51,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,51,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,51,-0.17981528000481817,-4.916872165185258,-5.0,0.35682684055749925,-17.496376143586012,0.21919460703469562,0.2222222222222222,0.35682684055749925,0.7799900352259941,9
uni,52,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,52,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,52,-0.17981528000481817,-4.916872165185258,-5.0,0.35682684055749925,-17.496376143586012,0.21919460703469562,0.2222222222222222,0.35682684055749925,0.7799900352259941,9
uni,53,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,53,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,53,-0.17981528000481817,-4.916872165185258,-5.0,0.35682684055749925,-17.496376143586012,0.21919460703469562,0.2222222222222222,0.35682684055749925,0.7799900352259941,9
uni,54,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,54,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,54,-0.17981528000481817,-4.916872165185258,-5.0,0.35682684055749925,-17.496376143586012,0.21919460703469562,0.2222222222222222,0.35682684055749925,0.7799900352259941,9
uni,55,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,55,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,55,-0.17981528000481817,-4.916872165185258,-5.0,0.35682684055749925,-17.496376143586012,0.21919460703469562,0.2222222222222222,0.35682684055749925,0.7799900352259941,9
uni,56,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,56,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,56,-0.17981528000481817,-4.916872165185258,-5.0,0.35682684055749925,-17.496376143586012,0.21919460703469562,0.2222222222222222,0.35682684055749925,0.7799900352259941,9
uni,57,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,57,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,57,-0.17981528000481817,-4.916872165185258,-5.0,0.35682684055749925,-17.496376143586012,0.21919460703469562,0.2222222222222222,0.35682684055749925,0.7799900352259941,9
uni,58,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,58,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,58,-0.17981528000481817,-4.916872165185258,-5.0,0.35682684055749925,-17.496376143586012,0.21919460703469562,0.2222222222222222,0.35682684055749925,0.7799900352259941,9
uni,59,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,59,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,59,-0.17981528000481817,-4.916872165185258,-5.0,0.35682684055749925,-17.496376143586012,0.21919460703469562,0.2222222222222222,0.35682684055749925,0.7799900352259941,9
uni,60,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,60,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,60,-0.17981528000481817,-4.916872165185258,-5.0,0.35682684055749925,-17.496376143586012,0.21919460703469562,0.2222222222222222,0.35682684055749925,0.7799900352259941,9
uni,61,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,61,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,61,-0.16990155443041677,-4.577354383962067,-4.724791102674395,0.3724942088702251,-16.352189899360656,0.2191946070346956,0.25,0.3724942088702251,0.7830531653187334,8
uni,62,-0.021948460784343204,-4.582575694955841,0.0,0.0,-21.0,0.021948460784343204,0.0,0.0,0.10058048293202256,1
xmr,62,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
aave,62,-0.2191946070346955,-7.138434803980427,-5.0,0.14039473514620016,-22.400476183768852,0.2191946070346955,0.14285714285714285,0.14039473514620016,0.6878347578034043,7
uni,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xmr,63,0.07449052139222889,3.559751173893612,5.0,1.7292227033296357,22.29000228596514,0.07205274489631629,0.5,1.7292227033296357,0.45117081784462737,12
